4.3210735487436e+48,4.12597645294933e+48,4.44850128247967e+48,4.29927992933827e+48
8.78362428861021e+48,8.33826993837552e+48,9.08716502911329e+48,8.4275983205903e+48
9.22854298976796e+48,8.5579688442986e+48,9.17818177632231e+48,9.13208435484264e+48
5.97735476068955e+48,5.72057378589772e+48,6.09354458710983e+48,5.96663472662521e+48
5.95441192824157e+48,6.00075022464399e+48,6.18868160211957e+48,5.91601254159898e+48
1.60824444650488e+48,1.51115875973648e+48,1.58055683353119e+48,1.55167049679214e+48
3.51321868853585e+47,3.30904303971853e+47,2.7874095910103e+47,3.66258647384738e+47
1.72571180032337e+49,1.60239144680281e+49,1.6492220263088e+49,1.74209206308109e+49
5.78287804718342e+48,5.36777627155685e+48,5.24981138749475e+48,5.34638370463858e+48
2.67156597464537e+48,2.74748727450236e+48,2.83949158399393e+48,2.69553813489965e+48
4.47340374838804e+48,4.72933447401939e+48,4.86121446627256e+48,4.4950597561528e+48
6.19880137375144e+48,6.00490060858926e+48,6.05539095500245e+48,6.25348033091449e+48
1.20679487692974e+49,1.11736019508701e+49,1.22508655588899e+49,1.14493624197083e+49
6.82320283073894e+48,6.4301328791822e+48,5.8931001299959e+48,6.71430127866017e+48
6.8990046274559e+48,6.50720834588693e+48,6.85014120412455e+48,6.71002365027094e+48
6.45341024784675e+48,5.90015083502431e+48,6.5839610233445e+48,6.26833894945571e+48
1.6754969859624e+49,1.71913512289581e+49,1.70436333274736e+49,1.68783007107269e+49
1.36388348321923e+49,1.46621283057658e+49,1.43951221165631e+49,1.34944795674684e+49
4.99863431184773e+49,4.87558074162131e+49,4.84333656758316e+49,4.89519688569786e+49
2.7208678464993e+48,2.91491109268477e+48,3.02239169207767e+48,2.76996861944941e+48
2.30428219529172e+49,2.42554810743093e+49,2.37697793418562e+49,2.32314149298659e+49
1.26767340392568e+49,1.30602144305392e+49,1.28026769427112e+49,1.28500546606692e+49
8.12080602848052e+48,7.95975716079107e+48,8.15559511204522e+48,7.84262126359226e+48
2.15568946495299e+49,2.10011859549182e+49,2.08478600808137e+49,2.20353949517734e+49
8.1042944753662e+48,8.33846891045437e+48,8.47494013531036e+48,7.79759303087692e+48
6.80465023871506e+48,7.05665078515201e+48,7.15670822550985e+48,6.63518682826371e+48
3.00645669894975e+47,3.07058079839212e+47,3.17466112917569e+47,2.95349699634558e+47
1.48104815822188e+49,1.37937581335572e+49,1.36616746235472e+49,1.45262872285209e+49
6.455637961639e+48,6.62514530940925e+48,6.7071702135335e+48,6.71070026377552e+48
1.74900475382775e+49,1.7279303027499e+49,1.74404662714057e+49,1.78344067203714e+49
1.71225832117234e+48,1.81457763928879e+48,1.73281787588756e+48,1.68120952960005e+48
2.01320526639913e+49,1.87479917552544e+49,1.86339873412146e+49,2.00146791540571e+49
4.45021886728021e+48,4.31032590773386e+48,4.1220729839653e+48,4.20965167378423e+48
2.58341666999183e+49,2.4098621881251e+49,2.41485848941306e+49,2.57984237440787e+49
5.60664633754188e+48,5.1597186085188e+48,5.435675962473e+48,5.69665844373006e+48
2.35212589650116e+49,2.34700148245096e+49,2.49606676014911e+49,2.42904927589333e+49
1.35353025853107e+49,1.32239937220562e+49,1.3484155838373e+49,1.35893885263242e+49
9.83618632379162e+48,9.55930873389717e+48,9.54489791319321e+48,9.95865180985108e+48
9.58749061591003e+48,9.37826988580339e+48,9.84613783217763e+48,9.5266359241044e+48
5.07145222624847e+48,4.8594763830044e+48,4.84881016311346e+48,4.93542797976593e+48
1.2937238772155e+49,1.28840950820176e+49,1.37102261427218e+49,1.3544705453672e+49
7.22053320707814e+48,6.47967402798064e+48,6.9679165007464e+48,7.03229925571609e+48
2.45771649050202e+48,2.5539352680988e+48,2.42882610252567e+48,2.55624806489634e+48
3.95915189591014e+47,4.52170756864667e+47,4.36210641593266e+47,4.32316536964122e+47
4.95222241768571e+49,5.04527301329829e+49,4.93503529301415e+49,4.95880412986974e+49
2.9018650071504e+49,3.1206659256091e+49,3.05274788346146e+49,2.93067674520334e+49
1.85165404150508e+49,1.83354202907456e+49,1.81712619898205e+49,1.7407096760133e+49
3.47064382413744e+48,3.38425503054848e+48,3.23363915817516e+48,3.47435884898918e+48
6.92024240125419e+48,6.24964738269097e+48,7.07241989162783e+48,6.61291365157531e+48
9.51833656083148e+47,1.00869995890277e+48,9.80795531585452e+47,9.57969828224274e+47
2.21341602993136e+48,2.40653569886122e+48,2.40583043345286e+48,2.27929228812699e+48
3.84401988215297e+48,3.98703599534773e+48,3.375920152411e+48,3.79730315071623e+48
3.16343831635328e+48,3.20749460750611e+48,3.14522869894398e+48,3.253302624999e+48
1.76392273701825e+49,1.60659493664588e+49,1.74741560160158e+49,1.70848962328568e+49
8.73844800396299e+49,8.53268887304511e+49,9.72905598537402e+49,8.98441410518886e+49
6.24881725481552e+48,6.53311602802443e+48,6.66983242555593e+48,6.27669332535493e+48
3.73489078827522e+48,3.61852708750614e+48,3.32395023810254e+48,3.5953741070846e+48
2.34172451809642e+49,2.18050385050736e+49,2.32505575078419e+49,2.34425404569969e+49
3.39786714004694e+48,3.19815061979468e+48,3.20281028985559e+48,3.35221818601922e+48
3.82712725162768e+48,3.72263664534496e+48,3.46548067613855e+48,3.74350341829578e+48
1.2051624641101e+49,1.0619657432706e+49,1.13101818677344e+49,1.19549595881916e+49
5.22454048116012e+48,5.35073707516751e+48,5.34119634642933e+48,5.33429036048669e+48
1.75104029641949e+49,1.74154550250444e+49,1.66345133713889e+49,1.73230718357865e+49
1.22421504343105e+49,1.26185467386232e+49,1.27612916165572e+49,1.26525849436669e+49
2.21173901806218e+48,2.10533844029425e+48,2.12815568695229e+48,2.13864412779839e+48
3.61261542174415e+48,3.50225709116294e+48,3.61779577216927e+48,3.56123380241587e+48
1.37308146773425e+49,1.31249638178476e+49,1.42266823934445e+49,1.36906812166241e+49
8.86863558812916e+48,1.01130752334065e+49,9.88841958376637e+48,8.88532856364003e+48
3.55163769277459e+48,4.06260048398018e+48,3.7440493804355e+48,3.67470904615795e+48
1.0097143791148e+49,1.00802989138125e+49,9.96260005194516e+48,9.7919528489661e+48
1.14105557484938e+49,1.1060038836258e+49,1.13193609020061e+49,1.13183932362967e+49
1.21784190363544e+48,1.24491203337912e+48,1.16912975241323e+48,1.2337353824838e+48
1.15281734120064e+49,1.22864682969814e+49,1.22248421049553e+49,1.15514223550228e+49
5.74993055840046e+48,5.74508883875444e+48,5.05922909175804e+48,5.83314723253931e+48
8.73550321785606e+48,8.66270887395489e+48,8.53360388876286e+48,8.99532361033514e+48
2.44748421904368e+49,2.78361595117136e+49,2.61902406927186e+49,2.40685022381665e+49
1.05753001850376e+50,1.07282539576575e+50,1.1319609692863e+50,1.0458642521563e+50
1.88692046026091e+49,1.83481657589459e+49,1.77251943217204e+49,1.87778409112922e+49
3.59038740248588e+48,3.8731658969186e+48,3.78262475225443e+48,3.53044835157232e+48
4.70461397437362e+48,4.15981501804879e+48,4.63493595962783e+48,4.49432967653993e+48
5.85103773119166e+48,5.48443044238861e+48,5.90204181427264e+48,6.01521910828277e+48
5.99801958899942e+47,5.68709080678798e+47,6.40189106660717e+47,6.23444300945328e+47
1.33571140558975e+49,1.32340583797776e+49,1.40063543144829e+49,1.31597468508739e+49
