4.3210735487436e+48,4.12597645294933e+48,4.44850128247967e+48,4.29927992933827e+48,4.3210735487436e+48,4.37014793964574e+48,4.34358502713948e+48,4.29927992933827e+48,4.26971839696273e+48,4.31820954789801e+48,4.29196233064389e+48,4.24818379065212e+48,4.42544605508367e+48,4.47570580354054e+48,4.44850128247967e+48,4.40312602605955e+48,4.10032423106289e+48,4.14689157407864e+48,4.12168567268206e+48,4.07964397539905e+48,4,4,4,4,0.00197701317185554,0.00177701828539148,0.00151668021701804,0.0017389089065298
8.78362428861021e+48,8.33826993837552e+48,9.08716502911329e+48,8.4275983205903e+48,8.78362428861022e+48,8.60496430750436e+48,8.97144218714063e+48,8.4275983205903e+48,8.29949580788261e+48,8.13068305866845e+48,8.47696171606356e+48,7.96309298235303e+48,8.8969244631301e+48,8.71595994276187e+48,9.08716502911329e+48,8.53630610784669e+48,8.87095857799594e+48,8.69052220687397e+48,9.06064392237366e+48,8.51139269593846e+48,4,4,4,4,0.00325738098863118,0.00237999780935845,0.00244530478942131,0.0029222136497229
9.22854298976796e+48,8.5579688442986e+48,9.17818177632231e+48,9.13208435484264e+48,9.22854298976797e+48,8.58907305259501e+48,8.85761037536704e+48,9.13208435484264e+48,1.01252328076481e+49,9.42362888224545e+48,9.7182585885408e+48,1.00194017857837e+49,9.56253904848297e+48,8.89992564880252e+48,9.17818177632231e+48,9.4625894178577e+48,9.29224751219648e+48,8.64836332165762e+48,8.91875435437286e+48,9.19512302446223e+48,4,4,4,4,0.00219322974256142,0.00331460620415521,0.00342898921203744,0.00186037230027403
5.97735476068955e+48,5.72057378589772e+48,6.09354458710983e+48,5.96663472662521e+48,5.97735476068955e+48,5.77727700826805e+48,6.20258846442892e+48,5.96663472662521e+48,6.13341039649535e+48,5.92810905234894e+48,6.36452445872926e+48,6.12241048583028e+48,5.87227057802045e+48,5.67571026900414e+48,6.09354458710983e+48,5.86173900625473e+48,5.92932169078352e+48,5.7308517312827e+48,6.15274545238793e+48,5.91868780120386e+48,4,4,4,4,0.00225778574923246,0.00302774372616673,0.00293687172885771,0.00209381017241311
5.95441192824157e+48,6.00075022464399e+48,6.18868160211957e+48,5.91601254159898e+48,5.95441192824157e+48,6.21631581957108e+48,6.10248146658548e+48,5.91601254159898e+48,5.45210517166917e+48,5.69191517769601e+48,5.58768374861352e+48,5.41694510934462e+48,6.03852051882897e+48,6.30412391355773e+48,6.18868160211957e+48,5.99957872458528e+48,5.78523687033667e+48,6.03969962280728e+48,5.92909949907722e+48,5.74792847614423e+48,4,4,4,4,0.00281277255714913,0.0032243078275177,0.00266578788528884,0.0033287519820884
1.60824444650488e+48,1.51115875973648e+48,1.58055683353119e+48,1.55167049679214e+48,1.60824444650488e+48,1.5970789429416e+48,1.52856901018422e+48,1.55167049679214e+48,1.63423725682586e+48,1.62289129386981e+48,1.55327408809113e+48,1.57674894614817e+48,1.66294209353722e+48,1.65139684249578e+48,1.58055683353119e+48,1.60444401970309e+48,1.57720566204194e+48,1.56625565038307e+48,1.49906794512726e+48,1.5217235778321e+48,4,4,4,4,0.00194672604289215,0.0014797543843142,0.00311619926797727,0.00352113259816497
3.51321868853585e+47,3.30904303971853e+47,2.7874095910103e+47,3.66258647384738e+47,3.51321868853585e+47,3.52671306730584e+47,3.54096267694454e+47,3.66258647384738e+47,3.53871988372304e+47,3.55231221335162e+47,3.56666525579907e+47,3.68917187624898e+47,2.76556980718914e+47,2.77619244409325e+47,2.7874095910103e+47,2.8831505995754e+47,3.16194834168275e+47,3.17409348047329e+47,3.18691833812128e+47,3.29638153896926e+47,4,4,4,4,0.00225335696479117,0.0019248864144339,0.00139378595482038,0.00243282415971177
1.72571180032337e+49,1.60239144680281e+49,1.6492220263088e+49,1.74209206308109e+49,1.72571180032336e+49,1.65556787249081e+49,1.68757138623205e+49,1.74209206308109e+49,1.68720205016127e+49,1.6186234040494e+49,1.64991275026959e+49,1.70321678269183e+49,1.68649571530657e+49,1.61794577914561e+49,1.6492220263088e+49,1.70250374338595e+49,1.65457730709949e+49,1.58732473850674e+49,1.61800905530505e+49,1.6702823692299e+49,4,4,4,4,0.00148854576801463,0.00124959369789551,0.00165505664397762,0.00137091860773048
5.78287804718342e+48,5.36777627155685e+48,5.24981138749475e+48,5.34638370463858e+48,5.78287804718342e+48,5.45970943304668e+48,5.37842803365013e+48,5.34638370463858e+48,5.4675730416559e+48,5.16202483743189e+48,5.08517521610102e+48,5.05487806855408e+48,5.64458961515442e+48,5.3291490700804e+48,5.24981138749475e+48,5.21853334820577e+48,6.14968426804018e+48,5.80601716559298e+48,5.71958011140043e+48,5.6855032202064e+48,4,4,4,4,0.00339478803846542,0.00353238223124348,0.00217743765564501,0.00325574683735911
2.67156597464537e+48,2.74748727450236e+48,2.83949158399393e+48,2.69553813489965e+48,2.67156597464537e+48,2.75795677932083e+48,2.74162857688193e+48,2.69553813489965e+48,2.66318314283614e+48,2.74930287070035e+48,2.73302590284673e+48,2.68708008331691e+48,2.76692808247482e+48,2.85640262504376e+48,2.83949158399393e+48,2.79175593401757e+48,2.63775564113024e+48,2.72305311629543e+48,2.70693155744137e+48,2.66142441874641e+48,4,4,4,4,0.00269208249505303,0.00150677220130032,0.0013859607581293,0.00348540876706737
